epoch,learning_rate,train_loss,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,validation_loss,validation_accuracy,validation_precision_macro,validation_recall_macro,validation_f1_macro
1,0.001,2.0161504030439588,0.3019777777777778,0.29436237038221114,0.3013478983113739,0.29374747457797606,1.9295784172058106,0.3584,0.37685426452048365,0.36242137873203795,0.3603183818110267
2,0.001,1.8714517847061156,0.39553333333333335,0.38782873151490965,0.3949098551182516,0.3893785316283257,1.9871980754852294,0.3504,0.40707464307059904,0.35268219866459255,0.3405035050330084
3,0.001,1.8080253716574775,0.4346888888888889,0.4290326616784618,0.4342015463526218,0.4302155388162266,1.8026082090377809,0.4342,0.4336434119603725,0.4355591956626338,0.4292491481013406
4,0.001,1.7687161274804009,0.4593555555555556,0.455477274218128,0.4588983527080955,0.4568071502695301,1.8070575828552247,0.441,0.4662923208028541,0.44262378074874675,0.44027134499737314
5,0.001,1.7372970088746813,0.47773333333333334,0.47505954224829916,0.4773200510903358,0.4759912228854791,1.800727244567871,0.4454,0.45548597379616557,0.4473645452112824,0.4386990317003237
6,0.001,1.709467560725742,0.4921333333333333,0.4901545774803256,0.4917368835065815,0.49081537494020183,1.783897287940979,0.4604,0.48127882674376615,0.46012130472571505,0.4532435017197507
7,0.001,1.6910836307313708,0.5042222222222222,0.5029807449252552,0.50385432109387,0.5033338736523143,1.8916395839691162,0.4292,0.4588841047125018,0.42831647392435723,0.4141341947891613
8,0.001,1.6696552899254693,0.5161777777777777,0.5153769949405914,0.5158457072063531,0.515576866836448,1.7116642150878907,0.5014,0.5076423767624003,0.5014978203418092,0.49938568210884393
9,0.001,1.6498263570361666,0.5220888888888889,0.5212567347190886,0.5217802416540321,0.5214342795997358,1.708891090774536,0.4996,0.5088397163265865,0.4993710455488264,0.4968574461815686
10,0.001,1.6359671535280016,0.5326,0.5320635225097216,0.5322833686978787,0.532085415229905,1.6923114336013794,0.5068,0.5211692106213794,0.5063860377766259,0.5083156182476646
11,0.001,1.62309816953871,0.5384444444444444,0.5377251839150652,0.5381686445990796,0.5378326478016028,1.6821433856964112,0.5204,0.5250004813323226,0.5215856701883025,0.5201140416030233
12,0.001,1.6060603814866807,0.5463111111111111,0.5456757063355415,0.5460246283601862,0.5457541199693288,1.7528595474243165,0.4808,0.509194590266475,0.4816024498111776,0.47773412254999625
13,0.001,1.5953154365751478,0.5538888888888889,0.5535144053389549,0.553620797294428,0.5534564784036122,1.6958971210479736,0.516,0.525196035500196,0.5138976512381632,0.512935467482639
14,0.001,1.5827945061365762,0.5559111111111111,0.5553487024478917,0.5556478507719255,0.5553943671398375,1.6663172357559204,0.5234,0.5259411261688391,0.5245320554955193,0.5231519354080575
15,0.001,1.5771972082138062,0.5600222222222222,0.5596127430939826,0.5597605559770834,0.5595510847375823,1.6606833473205567,0.5332,0.5395359625009665,0.534199898819993,0.533551975015532
16,0.001,1.5675840709050497,0.5641555555555555,0.5636916920307509,0.5639295842996719,0.5637318848869098,1.682180926322937,0.5272,0.5335151378347647,0.5279310788986,0.5249920565067091
17,0.001,1.5574886878967285,0.5675111111111111,0.5672079547058321,0.5672809357232464,0.5671496500608713,1.6425347715377807,0.5424,0.5427563061373724,0.5431209117097735,0.542195089427324
18,0.001,1.5486245424906413,0.5718444444444445,0.5715088921752737,0.5716100041576209,0.5714612757927604,1.6695488571166992,0.5338,0.5424949962582969,0.5348613886510183,0.5339645212246531
19,0.001,1.54103097337087,0.5738222222222222,0.5736400565856219,0.5736086028994645,0.5735060406486008,1.6612712608337403,0.5328,0.544327617683713,0.5340600967523362,0.5305870541927533
20,0.001,1.5351291297276815,0.5779555555555556,0.5776995781413891,0.5777672797537349,0.5776197329209255,1.6633891065597535,0.5346,0.5422104282300458,0.5344108892759648,0.5364751195233152
